ManualArea,TP_pixels,TP_%,FN_pixels,FN_%,FP_pixels,FP_%,ThresholdMethod,Bild
4182.0,3625,86.68101386896222,557.0,13.31898613103778,0.0,0.0,Triangle,2
4114.0,3412,82.93631502187651,702.0,17.06368497812348,0.0,0.0,Triangle,2
9560.0,7776,81.33891213389121,1784.0,18.661087866108787,0.0,0.0,Triangle,2
5049.0,4506,89.24539512774807,543.0,10.754604872251932,0.0,0.0,Triangle,2
3991.0,3721,93.2347782510649,270.0,6.7652217489351045,0.0,0.0,Triangle,2
3742.0,3078,82.25547835382149,664.0,17.744521646178516,0.0,0.0,Triangle,2
4587.0,4200,91.56311314584697,387.0,8.436886854153041,0.0,0.0,Triangle,2
2564.0,2189,85.37441497659907,375.0,14.625585023400935,0.0,0.0,Triangle,2
21892.0,12229,55.86058834277362,9663.0,44.13941165722638,0.0,0.0,Otsu,3
26763.0,20826,77.81638829727609,5937.0,22.18361170272391,0.0,0.0,Otsu,3
24882.0,16195,65.08721163893577,8687.0,34.91278836106422,0.0,0.0,Otsu,3
30302.0,23909,78.90238268101115,6393.0,21.097617318988846,0.0,0.0,Otsu,3
21892.0,18692,85.38278823314452,3200.0,14.617211766855473,0.0,0.0,Li,3
26763.0,25271,94.42513918469528,1492.0,5.574860815304712,0.0,0.0,Li,3
24882.0,21689,87.16743027087854,3193.0,12.832569729121454,0.0,0.0,Li,3
30302.0,27342,90.23166787670782,2960.0,9.768332123292192,0.0,0.0,Li,3
21892.0,21847,99.79444545952859,45.0,0.20555454047140506,0.0,0.0,Triangle,3
26763.0,26763,100.0,0.0,0.0,0.0,0.0,Triangle,3
24882.0,24714,99.32481311791656,168.0,0.6751868820834338,0.0,0.0,Triangle,3
30302.0,30280,99.92739753151608,22.0,0.07260246848392844,0.0,0.0,Triangle,3
25422.0,22256,87.54621980961372,3166.0,12.45378019038628,0.0,0.0,Otsu,4
20705.0,15244,73.62472832649118,5461.0,26.375271673508816,0.0,0.0,Otsu,4
23081.0,15013,65.04484207789957,8068.0,34.955157922100426,0.0,0.0,Otsu,4
5260.0,3967,75.41825095057034,1293.0,24.581749049429657,0.0,0.0,Otsu,4
15144.0,13271,87.63206550449023,1873.0,12.367934495509774,0.0,0.0,Otsu,4
11844.0,9602,81.07058426207362,2242.0,18.929415737926377,0.0,0.0,Otsu,4
2006.0,0,0.0,2006.0,100.0,0.0,0.0,Otsu,4
25422.0,25404,99.9291951852726,18.0,0.07080481472740147,0.0,0.0,Li,4
20705.0,19723,95.25718425501086,982.0,4.742815744989133,0.0,0.0,Li,4
23081.0,21971,95.19084961656775,1110.0,4.809150383432261,0.0,0.0,Li,4
5260.0,5254,99.88593155893535,6.0,0.11406844106463879,0.0,0.0,Li,4
15144.0,15108,99.76228209191758,36.0,0.2377179080824089,0.0,0.0,Li,4
11844.0,11844,100.0,0.0,0.0,0.0,0.0,Li,4
2006.0,1458,72.68195413758724,548.0,27.31804586241276,0.0,0.0,Li,4
25422.0,25422,100.0,0.0,0.0,0.0,0.0,Triangle,4
20705.0,20693,99.94204298478628,12.0,0.05795701521371649,0.0,0.0,Triangle,4
23081.0,23076,99.97833716043499,5.0,0.02166283956501018,0.0,0.0,Triangle,4
5260.0,5260,100.0,0.0,0.0,0.0,0.0,Triangle,4
15144.0,15144,100.0,0.0,0.0,0.0,0.0,Triangle,4
11844.0,11844,100.0,0.0,0.0,0.0,0.0,Triangle,4
2006.0,1973,98.35493519441675,33.0,1.6450648055832504,0.0,0.0,Triangle,4
18759.0,0,0.0,18759.0,100.0,0.0,0.0,Otsu,5
14072.0,0,0.0,14072.0,100.0,0.0,0.0,Otsu,5
4451.0,0,0.0,4451.0,100.0,0.0,0.0,Otsu,5
5435.0,0,0.0,5435.0,100.0,0.0,0.0,Otsu,5
10753.0,0,0.0,10753.0,100.0,0.0,0.0,Otsu,5
15228.0,0,0.0,15228.0,100.0,0.0,0.0,Otsu,5
6909.0,0,0.0,6909.0,100.0,0.0,0.0,Otsu,5
18759.0,7026,37.45402206940668,11733.0,62.54597793059331,0.0,0.0,Li,5
14072.0,13619,96.7808413871518,453.0,3.2191586128482093,0.0,0.0,Li,5
4451.0,4254,95.57402830824535,197.0,4.425971691754662,0.0,0.0,Li,5
5435.0,4256,78.30726770929162,1179.0,21.69273229070837,0.0,0.0,Li,5
10753.0,10145,94.3457639728448,608.0,5.654236027155212,0.0,0.0,Li,5
15228.0,11456,75.22983976884686,3772.0,24.770160231153138,0.0,0.0,Li,5
6909.0,4965,71.86278766825879,1944.0,28.137212331741207,0.0,0.0,Li,5
18759.0,12860,68.55376086145317,5899.0,31.446239138546833,0.0,0.0,Triangle,5
14072.0,14018,99.61625923820353,54.0,0.38374076179647526,0.0,0.0,Triangle,5
4451.0,4449,99.95506627724107,2.0,0.044933722758930573,0.0,0.0,Triangle,5
5435.0,4854,89.31002759889604,581.0,10.689972401103956,0.0,0.0,Triangle,5
10753.0,10634,98.8933320933693,119.0,1.1066679066307077,0.0,0.0,Triangle,5
15228.0,13901,91.28578933543473,1327.0,8.714210664565275,0.0,0.0,Triangle,5
6909.0,6223,90.0709219858156,686.0,9.929078014184398,0.0,0.0,Triangle,5
38727.0,16402,42.35288041934568,22325.0,57.647119580654326,0.0,0.0,Otsu,6
