 ,Area,Mean,Min,Max
92,4.444E-5,255,255,255
93,4.444E-5,255,255,255
94,7.778E-5,255,255,255
95,2.222E-5,255,255,255
96,8.111E-4,255,255,255
97,2.222E-5,255,255,255
98,1.111E-5,255,255,255
99,1.111E-5,255,255,255
100,5.556E-5,255,255,255
101,1.111E-5,255,255,255
102,1.111E-5,255,255,255
103,9.667E-4,255,255,255
104,3.333E-5,255,255,255
105,1.111E-5,255,255,255
106,7.778E-5,255,255,255
107,3.889E-4,255,255,255
108,4.444E-4,255,255,255
109,0.002,255,255,255
110,0.002,255,255,255
111,7.778E-4,255,255,255
112,9.222E-4,255,255,255
113,0.002,255,255,255
114,2.111E-4,255,255,255
115,2.222E-4,255,255,255
116,3.333E-5,255,255,255
117,0.018,255,255,255
118,2.778E-4,255,255,255
119,5.000E-4,255,255,255
120,0.002,255,255,255
121,2.222E-5,255,255,255
122,5.556E-4,255,255,255
123,1.111E-5,255,255,255
124,0.001,255,255,255
125,1.111E-4,255,255,255
126,6.889E-4,255,255,255
127,2.222E-5,255,255,255
128,5.556E-5,255,255,255
129,4.444E-5,255,255,255
130,3.444E-4,255,255,255
131,1.111E-5,255,255,255
132,1.889E-4,255,255,255
133,0.001,255,255,255
134,1.111E-5,255,255,255
135,5.889E-4,255,255,255
136,0.002,255,255,255
137,7.778E-5,255,255,255
138,2.778E-4,255,255,255
139,6.778E-4,255,255,255
140,6.222E-4,255,255,255
141,2.000E-4,255,255,255
142,9.778E-4,255,255,255
143,2.889E-4,255,255,255
144,6.111E-4,255,255,255
145,1.111E-5,255,255,255
146,0.001,255,255,255
147,2.889E-4,255,255,255
148,3.667E-4,255,255,255
149,9.222E-4,255,255,255
150,9.111E-4,255,255,255
151,7.667E-4,255,255,255
152,1.111E-5,255,255,255
153,0.004,255,255,255
154,0.024,255,255,255
155,8.778E-4,255,255,255
156,8.000E-4,255,255,255
157,0.002,255,255,255
158,0.005,255,255,255
159,1.444E-4,255,255,255
160,0.004,255,255,255
161,1.111E-5,255,255,255
162,3.333E-5,255,255,255
163,9.222E-4,255,255,255
164,8.889E-5,255,255,255
165,0.001,255,255,255
166,1.889E-4,255,255,255
167,3.778E-4,255,255,255
168,1.111E-5,255,255,255
169,3.333E-5,255,255,255
170,6.222E-4,255,255,255
171,1.111E-4,255,255,255
172,0.025,255,255,255
173,5.556E-5,255,255,255
174,1.111E-5,255,255,255
175,1.000E-4,255,255,255
176,1.111E-5,255,255,255
177,5.556E-5,255,255,255
178,5.556E-5,255,255,255
179,6.667E-5,255,255,255
180,2.222E-5,255,255,255
181,1.556E-4,255,255,255
182,1.778E-4,255,255,255
183,1.111E-5,255,255,255
184,5.556E-5,255,255,255
185,2.222E-5,255,255,255
186,5.556E-5,255,255,255
187,0.006,255,255,255
188,0.002,255,255,255
189,1.111E-5,255,255,255
190,1.111E-5,255,255,255
191,9.889E-4,255,255,255
192,0.007,255,255,255
193,1.111E-5,255,255,255
194,8.111E-4,255,255,255
195,1.111E-5,255,255,255
196,2.444E-4,255,255,255
197,5.889E-4,255,255,255
198,5.222E-4,255,255,255
199,4.444E-5,255,255,255
200,1.333E-4,255,255,255
201,2.222E-5,255,255,255
202,4.444E-5,255,255,255
203,1.222E-4,255,255,255
204,3.333E-5,255,255,255
205,1.111E-5,255,255,255
206,1.111E-5,255,255,255
207,2.556E-4,255,255,255
208,1.000E-4,255,255,255
209,2.111E-4,255,255,255
210,1.111E-5,255,255,255
211,1.444E-4,255,255,255
212,1.111E-5,255,255,255
213,1.222E-4,255,255,255
214,3.889E-4,255,255,255
215,2.222E-5,255,255,255
216,4.111E-4,255,255,255
217,1.111E-5,255,255,255
218,5.556E-4,255,255,255
219,2.222E-5,255,255,255
220,8.889E-5,255,255,255
221,1.111E-5,255,255,255
222,1.556E-4,255,255,255
223,3.333E-5,255,255,255
224,1.111E-5,255,255,255
225,3.889E-4,255,255,255
226,6.667E-5,255,255,255
227,1.111E-5,255,255,255
228,2.222E-5,255,255,255
229,1.111E-5,255,255,255
230,3.333E-5,255,255,255
231,5.556E-5,255,255,255
232,1.111E-5,255,255,255
233,1.111E-5,255,255,255
234,1.000E-4,255,255,255
235,1.111E-5,255,255,255
236,3.333E-5,255,255,255
237,8.333E-4,255,255,255
238,1.111E-5,255,255,255
239,4.444E-5,255,255,255
240,1.111E-5,255,255,255
241,1.111E-5,255,255,255
242,4.444E-5,255,255,255
243,4.778E-4,255,255,255
244,3.333E-5,255,255,255
245,1.111E-5,255,255,255
246,2.222E-4,255,255,255
247,1.111E-5,255,255,255
248,1.111E-5,255,255,255
249,1.444E-4,255,255,255
